Energy,IncidentSpectra
5411.51781196581,412.383463317052
5436.47371916972,498.48145612294
5461.42962637363,537.967765106942
5486.38553357753,563.469514956049
5511.34144078144,470.239299000526
5536.29734798535,523.677887170096
5561.25325518926,563.135475393321
5586.20916239316,551.395571972756
5611.16506959707,586.184655926233
5636.12097680098,551.191822797124
5661.07688400488,634.803170640483
5686.03279120879,609.117709211347
5710.9886984127,592.74111644806
5735.94460561661,673.983437003627
5760.90051282051,757.524291495136
5785.85642002442,762.047253176069
5810.81232722833,747.987522782496
5835.76823443223,771.095717073534
5860.72414163614,801.165618276723
5885.68004884005,754.606984331686
5910.63595604396,812.532947307
5935.59186324786,821.699220282866
5960.54777045177,870.31954106144
5985.50367765568,923.569425787724
6010.45958485959,993.048302431819
6035.41549206349,948.835765565049
6060.3713992674,944.07011451511
6085.32730647131,964.819839601245
6110.28321367521,990.204193027242
6135.23912087912,1068.91390252476
6160.19502808303,1015.45745914329
6185.15093528694,1142.82902554874
6210.10684249084,1124.14849583517
6235.06274969475,1251.48076303211
6260.01865689866,1274.50763321035
6284.97456410256,1239.60612920143
6309.93047130647,1220.93225731293
6334.88637851038,1243.96192359214
6359.84228571429,1301.7326132846
6384.79819291819,1236.7451256265
6409.7541001221,1396.40227212915
6434.71000732601,1424.04407802842
6459.66591452991,1472.52034860754
6484.62182173382,1412.18203853228
6509.57772893773,1483.80325241284
6534.53363614164,1629.4804982213
6559.48954334554,1485.83481516527
6584.44545054945,1730.99920212615
6609.40135775336,1575.80662465307
6634.35726495727,1679.7851722901
6659.31317216117,1702.77405041112
6684.26907936508,1628.60112067898
6709.22498656899,1658.53585788725
6734.18089377289,1739.35396791179
6759.1368009768,1748.46577697089
6784.09270818071,1840.83308284079
6809.04861538462,1785.19411312505
6834.00452258852,1755.00166584035
6858.96042979243,1838.10922807577
6883.91633699634,1747.81410824082
6908.87224420024,1874.84080987283
6933.82815140415,1860.84575891063
6958.78405860806,1881.5281567939
6983.73996581197,1858.29675859874
7008.69587301587,1858.18381514925
7033.65178021978,2010.60333516371
7058.60768742369,2042.84243220637
7083.5635946276,2188.31078659087
7108.5195018315,2192.81822155223
7133.47540903541,2178.84588017601
7158.43131623932,2317.36892863202
7183.38722344322,2289.54077480257
7208.34313064713,2485.81360893347
7233.29903785104,2700.55777350439
7258.25494505495,2612.67492587511
7283.21085225885,2640.30430817874
7308.16675946276,2940.50784538962
7333.12266666667,2891.91610452585
7358.07857387057,2988.85145919606
7383.03448107448,3138.91471589901
7407.99038827839,3078.80058019467
7432.9462954823,3127.25151768849
7457.9022026862,3083.3269399307
7482.85810989011,3325.80235701491
7507.81401709402,3166.42017565921
7532.76992429792,3221.84021149925
7557.72583150183,3157.17464840525
7582.68173870574,3074.04413360659
7607.63764590965,3087.92751186519
7632.59355311355,3122.61019410345
7657.54946031746,2912.48270767801
7682.50536752137,3067.29380822435
7707.46127472528,3018.86591092821
7732.41718192918,2866.50631219953
7757.37308913309,2885.0839255241
7782.328996337,2875.95653214759
7807.2849035409,3164.84616665509
7832.24081074481,3167.31122318619
7857.19671794872,3317.65486775103
7882.15262515263,3521.17414146146
7907.10853235653,3856.44371241109
7932.06443956044,4295.76569065504
7957.02034676435,4739.79832764868
7981.97625396825,5285.61966537129
8006.93216117216,6365.48967224484
8031.88806837607,7244.48707881079
8056.84397557998,8810.30725295648
8081.79988278388,9840.10959052913
8106.75578998779,11654.0770540931
8131.7116971917,13498.6073705489
8156.6676043956,15792.3829433011
8181.62351159951,17887.9294568301
8206.57941880342,20079.0313141276
8231.53532600733,22055.7216688751
8256.49123321123,24718.183851133
8281.44714041514,26555.3692043177
8306.40304761905,27891.019447436
8331.35895482296,29407.9577833832
8356.31486202686,30622.3121394655
8381.27076923077,30915.4983521794
8406.22667643468,31083.9548181736
8431.18258363859,30351.3358241897
8456.13849084249,29282.5879344118
8481.0943980464,28375.8979827989
8506.05030525031,26367.5871046442
8531.00621245421,25140.1849262508
8555.96211965812,22464.7071054736
8580.91802686203,20551.5288806195
8605.87393406594,18338.0649320571
8630.82984126984,16228.0223079109
8655.78574847375,14135.4931013686
8680.74165567766,12629.6497178001
8705.69756288156,10988.201505052
8730.65347008547,9262.11730011724
8755.60937728938,7958.24536412608
8780.56528449328,7058.36159879815
8805.52119169719,6385.9885703056
8830.4770989011,5526.94576911695
8855.43300610501,5168.05426359242
8880.38891330891,4790.30340382227
8905.34482051282,4186.2130100743
8930.30072771673,4297.54461880748
8955.25663492064,3972.78278300882
8980.21254212454,4074.87812467716
9005.16844932845,3840.88808459607
9030.12435653236,3826.31059815619
9055.08026373626,4085.202441652
9080.03617094017,4285.93677697954
9104.99207814408,4402.70325751547
9129.94798534799,5001.79890362928
9154.90389255189,5278.408309028
9179.8597997558,5794.36774712496
9204.81570695971,6385.97859690264
9229.77161416361,7088.57315122221
9254.72752136752,8127.67826237481
9279.68342857143,9146.96040679074
9304.63933577534,10541.1902434658
9329.59524297924,12031.3013186774
9354.55115018315,13457.544305942
9379.50705738706,15130.6131658553
9404.46296459096,16407.9249083962
9429.41887179487,18179.8283377885
9454.37477899878,19902.4694405497
9479.33068620269,21228.809679056
9504.28659340659,22706.1211778383
9529.2425006105,24270.958412028
9554.19840781441,25180.7389071288
9579.15431501832,26404.7244233249
9604.11022222222,26635.8138301032
9629.06612942613,27510.206408257
9654.02203663004,27446.6246627501
9678.97794383394,27430.8142857487
9703.93385103785,26697.5239868757
9728.88975824176,26329.7327787639
9753.84566544567,25642.636126342
9778.80157264957,23865.6825099409
9803.75747985348,23438.2990249109
9828.71338705739,22497.2248116114
9853.6692942613,20909.6234692175
9878.6252014652,19601.6067152701
9903.58110866911,17748.0173404622
9928.53701587302,16621.9839170127
9953.49292307692,15304.5363901384
9978.44883028083,13847.8813892204
10003.4047374847,12390.9335812687
10028.3606446886,11385.8921519673
10053.3165518926,10167.042729722
10078.2724590965,8998.84337792839
10103.2283663004,8026.19418298601
10128.1842735043,7285.9117434409
10153.1401807082,6389.35434652014
10178.0960879121,5766.92036451905
10203.051995116,5114.0990462575
10228.0079023199,4617.60094100131
10252.9638095238,4248.78540933353
10277.9197167277,3694.33765411425
10302.8756239316,3547.71427050054
10327.8315311355,3227.70460372817
10352.7874383394,3011.92469322594
10377.7433455433,2910.51806042404
10402.6992527473,2840.709175282
10427.6551599512,2824.66079459058
10452.6110671551,2759.55067724604
10477.566974359,2483.08892039036
10502.5228815629,2564.9983452926
10527.4787887668,2556.04319331857
10552.4346959707,2616.13801924427
10577.3906031746,2669.01960438696
10602.3465103785,2595.98707770471
10627.3024175824,2795.1213645066
10652.2583247863,2682.46348457447
10677.2142319902,2711.0363570893
10702.1701391941,2829.22450642647
10727.126046398,2768.52638354745
10752.081953602,3044.27962874849
10777.0378608059,3143.58969791879
10801.9937680098,3303.24226428609
10826.9496752137,3656.23550511918
10851.9055824176,3651.67882691048
10876.8614896215,4094.25484102754
10901.8173968254,4100.50263343714
10926.7733040293,4414.19943833514
10951.7292112332,4496.76322703886
10976.6851184371,4918.30797441087
11001.641025641,5050.12834319834
11026.5969328449,4982.12645841347
11051.5528400488,5350.75943719734
11076.5087472527,5400.14698194001
11101.4646544567,5380.96502469293
11126.4205616606,5494.48385711069
11151.3764688645,5501.07641338413
11176.3323760684,5533.35599837416
11201.2882832723,5673.52891050582
11226.2441904762,5166.78472592452
11251.2000976801,5355.82451435295
11276.156004884,5223.30575975178
11301.1119120879,4845.02866754604
11326.0678192918,4638.81493066144
11351.0237264957,4639.26018022977
11375.9796336996,4395.69216714142
11400.9355409035,4166.90003797554
11425.8914481074,4158.81237920291
11450.8473553114,4020.20885248668
11475.8032625153,3909.90399335757
11500.7591697192,3820.18990555068
11525.7150769231,3664.55180264783
11550.670984127,3752.9510305178
11575.6268913309,3420.12927580706
11600.5827985348,3297.27043612362
11625.5387057387,3007.33811912513
11650.4946129426,3161.52946348738
11675.4505201465,2899.47736131739
11700.4064273504,2899.80731824089
11725.3623345543,2782.87650962388
11750.3182417582,2809.7337512756
11775.2741489621,2654.74162465002
11800.2300561661,2496.47119618245
11825.18596337,2469.24271193515
11850.1418705739,2528.07711563284
11875.0977777778,2349.76465765061
11900.0536849817,2505.95017036524
11925.0095921856,2326.89779569354
11949.9654993895,2475.57084235119
11974.9214065934,2464.39312526422
11999.8773137973,2248.75358923578
12024.8332210012,2250.74393091511
12049.7891282051,2375.93385878081
12074.745035409,2134.09977121864
12099.7009426129,2223.86728128246
12124.6568498169,2360.86455948617
12149.6127570208,2252.76021346963
12174.5686642247,2218.9031683883
12199.5245714286,2270.86667838839
12224.4804786325,2317.51250374079
12249.4363858364,2294.75358339111
12274.3922930403,2068.16096918735
12299.3482002442,2276.9435272461
12324.3041074481,2506.29104703599
12349.260014652,2239.35426535666
12374.2159218559,2182.4334968299
12399.1718290598,2342.5913812049
12424.1277362637,2418.62178286118
12449.0836434676,2322.05965227682
12474.0395506716,2378.51967138049
12498.9954578755,2230.17544251713
12523.9513650794,2295.26808073126
12548.9072722833,2306.30425355842
12573.8631794872,2334.60927381333
12598.8190866911,2219.31712177994
12623.774993895,2201.46440375277
12648.7309010989,2356.8321962268
12673.6868083028,2316.07489640466
12698.6427155067,2382.50465423128
12723.5986227106,2452.16680063836
12748.5545299145,2239.33618144892
12773.5104371184,2358.69089788864
12798.4663443223,2250.10029805276
12823.4222515263,2246.72004598989
12848.3781587302,2190.33731296522
12873.3340659341,2151.39311320346
12898.289973138,2280.89035322471
12923.2458803419,2191.57240932367
12948.2017875458,2238.57296586522
12973.1576947497,2407.99751986925
12998.1136019536,2351.20920138304
13023.0695091575,2273.17891097049
13048.0254163614,2371.90690124198
13072.9813235653,2359.76461632583
13097.9372307692,2208.76297824205
13122.8931379731,2432.10766654684
13147.849045177,2611.09025993771
13172.804952381,2313.65507159943
13197.7608595849,2548.11287465402
13222.7167667888,2478.19136833261
13247.6726739927,2383.40762321937
13272.6285811966,2245.14271923954
13297.5844884005,2303.23949864263
13322.5403956044,2463.51018749971
13347.4963028083,2522.47030019353
13372.4522100122,2429.68614329562
13397.4081172161,2370.64376176462
13422.36402442,2420.46538194288
13447.3199316239,2533.09156150268
13472.2758388278,2567.91912119759
13497.2317460317,2480.32640655583
13522.1876532357,2304.02081663797
13547.1435604396,2547.08837744978
13572.0994676435,2560.13587949077
13597.0553748474,2439.82265967493
13622.0112820513,2570.50605996704
13646.9671892552,2238.79234876142
13671.9230964591,2552.15724034548
13696.879003663,2388.78979537734
13721.8349108669,2527.16211231497
13746.7908180708,2450.00059578677
13771.7467252747,2531.01448207065
13796.7026324786,2609.21492359353
13821.6585396825,2388.46141165123
13846.6144468864,2404.69737126028
13871.5703540904,2437.37506500386
13896.5262612943,2345.56587022086
13921.4821684982,2427.59244171234
13946.4380757021,2490.27026817425
13971.393982906,2506.98145126452
13996.3498901099,2497.24707383694
14021.3057973138,2327.83079520166
14046.2617045177,2570.96854502763
14071.2176117216,2567.9985688071
14096.1735189255,2410.76983671936
14121.1294261294,2602.33511978201
14146.0853333333,2565.69127807668
14171.0412405372,2501.79078576742
14195.9971477411,2627.37777436266
14220.9530549451,2488.48740476926
14245.908962149,2556.76696354427
14270.8648693529,2635.67417822879
14295.8207765568,2543.61061459131
14320.7766837607,2578.21576319645
14345.7325909646,2561.2970534919
14370.6884981685,2689.4638777497
14395.6444053724,2648.47743452986
14420.6003125763,2558.58191009763
14445.5562197802,2593.67052128913
14470.5121269841,2597.48343848788
14495.468034188,2727.51653476342
14520.4239413919,2643.81554473035
14545.3798485958,2608.9888160279
14570.3357557998,2542.13272333571
14595.2916630037,2687.6269798962
14620.2475702076,2702.37387529503
14645.2034774115,2635.17772462015
14670.1593846154,2664.13929619579
14695.1152918193,2678.90905621773
14720.0711990232,2762.08352909229
14745.0271062271,2647.34993366503
14769.983013431,2633.22418502185
14794.9389206349,2680.67088667285
14819.8948278388,2757.47945242877
14844.8507350427,2590.28077650031
14869.8066422466,2762.37243973667
14894.7625494506,2539.15675549168
14919.7184566545,2653.18876836655
14944.6743638584,2642.38857146033
14969.6302710623,2635.21294144591
14994.5861782662,2576.01577174859
15019.5420854701,2691.42337589204
15044.497992674,2822.42071197886
15069.4538998779,2557.28088339593
15094.4098070818,2602.25741383261
15119.3657142857,2847.07954824002
15144.3216214896,2708.06584488764
15169.2775286935,2750.04874265847
15194.2334358974,2549.12670985192
15219.1893431013,2651.82389021825
15244.1452503053,2770.39287934229
15269.1011575092,2724.84768656504
15294.0570647131,2509.90002080083
15319.012971917,2698.44272827667
15343.9688791209,2621.30813047698
15368.9247863248,2710.44152122723
15393.8806935287,2539.5208341745
15418.8366007326,2706.91755270332
15443.7925079365,2699.24814653298
15468.7484151404,2448.26067612772
15493.7043223443,2691.59477669559
15518.6602295482,2719.28323486894
15543.6161367521,2648.1593111167
15568.572043956,2648.05920080153
15593.52795116,2628.03251809772
15618.4838583639,2611.86392568769
15643.4397655678,2495.44430285123
15668.3956727717,2567.13521208966
15693.3515799756,2872.9393765302
15718.3074871795,2659.21129552611
15743.2633943834,2638.75408064281
15768.2193015873,2703.53182051264
15793.1752087912,2760.52277687512
15818.1311159951,2834.19431001009
15843.087023199,2703.18891836192
15868.0429304029,2628.98007507685
15892.9988376068,2636.838820764
15917.9547448107,2690.25340140416
15942.9106520147,2756.42269414063
15967.8665592186,2931.22449282049
15992.8224664225,2647.6777402357
16017.7783736264,2534.14480270733
16042.7342808303,2629.97302913849
16067.6901880342,2684.21937790244
16092.6460952381,2793.71650662921
16117.602002442,2717.32679255447
16142.5579096459,2882.81751343708
16167.5138168498,2755.01662465167
16192.4697240537,2823.19257306913
16217.4256312576,2788.78722978858
16242.3815384615,2741.24272343774
16267.3374456654,2654.54303707414
16292.2933528694,2822.73032614732
16317.2492600733,2809.5304155409
16342.2051672772,2818.00598010123
16367.1610744811,2704.1883802022
16392.116981685,2778.07962309381
16417.0728888889,2746.91387861539
16442.0287960928,2689.08727161931
16466.9847032967,2670.68372810107
16491.9406105006,2771.89264569178
16516.8965177045,2642.37281090522
16541.8524249084,2583.43681123629
16566.8083321123,2631.53164659294
16591.7642393162,2670.91809610404
16616.7201465201,2818.58150742037
16641.6760537241,2646.46924773808
16666.631960928,2600.12599876257
16691.5878681319,2830.63643833732
16716.5437753358,2743.50872801395
16741.4996825397,2619.2595363304
16766.4555897436,2682.21797003056
16791.4114969475,2625.96430109747
16816.3674041514,2749.24649304263
16841.3233113553,2572.51022638364
16866.2792185592,2687.05127128999
16891.2351257631,2704.51099444873
16916.191032967,2796.75751816442
16941.1469401709,2594.49751148402
16966.1028473748,2851.33208667215
16991.0587545788,2869.40677650268
17016.0146617827,2665.44505043709
17040.9705689866,2540.8047587137
17065.9264761905,2615.08088694328
17090.8823833944,2789.93624996848
17115.8382905983,2683.59690151397
17140.7941978022,2682.14499453605
17165.7501050061,2810.60178186
17190.70601221,2688.79493300031
17215.6619194139,2624.32588538735
17240.6178266178,2588.58029696313
17265.5737338217,2840.00360329534
17290.5296410256,2716.6955321068
17315.4855482296,2573.00863957851
17340.4414554335,2787.28048895607
17365.3973626374,2731.63678982036
17390.3532698413,2700.35765407561
17415.3091770452,2787.91990194328
17440.2650842491,2861.06030370375
17465.220991453,2540.34082372515
17490.1768986569,2828.37849454414
17515.1328058608,2691.33999299216
17540.0887130647,2835.4805849364
17565.0446202686,2480.35636223694
17590.0005274725,2948.96534253091
17614.9564346764,2708.86749723046
17639.9123418803,2635.51036934149
17664.8682490843,2669.05838563134
17689.8241562882,2697.65520553234
17714.7800634921,2602.93946160361
17739.735970696,2750.13068389532
17764.6918778999,2784.32980613738
17789.6477851038,2652.59700177955
17814.6036923077,2618.96694358987
17839.5595995116,2501.54820256802
17864.5155067155,2624.35197067794
17889.4714139194,2726.85695903272
17914.4273211233,2508.48920607239
17939.3832283272,2542.49598014991
17964.3391355311,2534.26852202315
17989.295042735,2382.38469104971
18014.250949939,2586.92808561069
18039.2068571429,2535.88344656517
18064.1627643468,2806.47090258525
18089.1186715507,2572.73009826524
18114.0745787546,2483.311478898
18139.0304859585,2517.86765447225
18163.9863931624,2699.24592324252
18188.9423003663,2598.42443841324
18213.8982075702,2639.02807295661
18238.8541147741,2657.92849438126
18263.810021978,2308.63363783417
18288.7659291819,2497.51206605903
18313.7218363858,2698.56174661262
18338.6777435897,2579.09955438312
18363.6336507937,2303.12533301974
18388.5895579976,2516.49054797476
18413.5454652015,2524.04025821426
18438.5013724054,2711.23570486613
18463.4572796093,2674.32133188968
18488.4131868132,2445.15912155791
18513.3690940171,2475.13748062494
18538.325001221,2885.8892529092
18563.2809084249,2757.77455309065
18588.2368156288,2714.58746791981
18613.1927228327,2522.0814760724
18638.1486300366,2512.36910380902
18663.1045372405,2381.48026443019
18688.0604444444,2481.12419779056
18713.0163516484,2691.55222078634
18737.9722588523,2542.4897857239
18762.9281660562,2427.52317737198
18787.8840732601,2657.15872996997
18812.839980464,2653.32824557502
18837.7958876679,2372.72710886404
18862.7517948718,2432.92911542986
18887.7077020757,2605.99570265343
18912.6636092796,2738.48269512903
18937.6195164835,2532.1261162527
18962.5754236874,2503.78489576615
18987.5313308913,2643.06246228755
19012.4872380952,2434.49537316903
19037.4431452991,2393.47431185276
19062.3990525031,2461.02621800028
19087.354959707,2407.65985493378
19112.3108669109,2512.0986440546
19137.2667741148,2787.94410555709
19162.2226813187,2557.55260045833
19187.1785885226,2203.03993591685
19212.1344957265,2541.89023812294
19237.0904029304,2635.80101971833
19262.0463101343,2389.73219456139
19287.0022173382,2452.64888408938
19311.9581245421,2665.37041516273
19336.914031746,2248.49011423522
19361.8699389499,2499.39678686136
19386.8258461538,2425.06057638031
19411.7817533578,2589.69860683458
19436.7376605617,2237.08203762749
19461.6935677656,2471.8017183954
19486.6494749695,2491.75067439531
19511.6053821734,2473.53951221839
19536.5612893773,2416.83300922025
19561.5171965812,2520.07934266157
19586.4731037851,2276.62155022076
19611.429010989,2328.4117889205
19636.3849181929,2574.54063920552
19661.3408253968,2582.03974226031
19686.2967326007,2478.94602331708
19711.2526398046,2414.37725438625
19736.2085470085,2342.86253629019
19761.1644542125,2553.1293215819
19786.1203614164,2448.63827564154
19811.0762686203,2633.97784263857
19836.0321758242,2370.16628571345
19860.9880830281,2237.59402380077
19885.943990232,2343.95186461968
19910.8998974359,2203.80732585968
19935.8558046398,2652.20778221055
19960.8117118437,2250.13646106042
19985.7676190476,2586.69947148463
20010.7235262515,2364.46314603767
20035.6794334554,2154.47192252745
20060.6353406593,2446.04800419493
20085.5912478632,2323.62022369866
20110.5471550672,2521.65088768417
20135.5030622711,2268.47469520235
20160.458969475,2756.1140817855
20185.4148766789,2446.96387565036
20210.3707838828,2460.90642616501
20235.3266910867,2571.96120918675
20260.2825982906,2482.01054523936
20285.2385054945,2426.38127669166
20310.1944126984,2454.31783606582
20335.1503199023,2257.99474864933
20360.1062271062,2376.98589023708
20385.0621343101,2362.63716831514
20410.018041514,2263.30974424458
20434.973948718,2376.18404607558
20459.9298559219,2269.1680715578
20484.8857631258,2375.52924272722
20509.8416703297,2246.39131192334
20534.7975775336,2446.52242614739
20559.7534847375,2482.2894178557
20584.7093919414,2453.29724454395
20609.6652991453,2293.86512841606
20634.6212063492,2343.94775595334
20659.5771135531,2285.13184108219
20684.533020757,2211.36212345343
20709.4889279609,2188.38365369383
20734.4448351648,2290.03072971402
20759.4007423687,2164.05299059655
20784.3566495727,2421.18317047539
20809.3125567766,2220.79102125479
20834.2684639805,2382.99699573199
20859.2243711844,2285.53694848041
20884.1802783883,2105.37648608792
20909.1361855922,2418.31765683758
20934.0920927961,2335.07454515912
20959.048,2206.15938115077
20984.0039072039,2340.77259485277
21008.9598144078,2498.84371878197
21033.9157216117,2133.82331307451
21058.8716288156,2185.54807125371
21083.8275360195,2329.18499247896
21108.7834432234,2358.73895827217
21133.7393504274,2380.75779981487
21158.6952576313,2464.49075425762
21183.6511648352,2309.252522412
21208.6070720391,2253.80105313868
21233.562979243,2244.61625782006
21258.5188864469,2624.79357435061
21283.4747936508,2202.59509960085
21308.4307008547,2522.09273060368
21333.3866080586,2387.7985724058
21358.3425152625,2315.73929326593
21383.2984224664,2338.03805333778
21408.2543296703,2289.1514867144
21433.2102368742,2795.98909642451
21458.1661440781,2118.79946748986
21483.1220512821,2172.66023959232
21508.077958486,2234.81250209579
21533.0338656899,2305.32436637874
21557.9897728938,2400.37413268885
21582.9456800977,2205.14485151612
21607.9015873016,2324.70281926009
21632.8574945055,2193.10610824688
21657.8134017094,2117.77015935445
21682.7693089133,2205.35290016769
21707.7252161172,2252.44986855184
21732.6811233211,2365.49638416708
21757.637030525,2133.22258880026
21782.5929377289,2122.6353226698
21807.5488449328,2078.84007788981
21832.5047521368,2292.24363789206
21857.4606593407,2198.66564672722
21882.4165665446,2087.84413992738
21907.3724737485,2261.12130493384
21932.3283809524,2015.45264048365
21957.2842881563,2164.18787790407
21982.2401953602,2322.17118546246
22007.1961025641,2091.49778827088
22032.152009768,2250.11369501888
22057.1079169719,2409.58565158143
22082.0638241758,2168.63369738195
22107.0197313797,2431.45694089715
22131.9756385836,2137.67929310962
22156.9315457875,2212.43482981119
22181.8874529915,1985.44818093846
22206.8433601954,1973.59537656957
22231.7992673993,1996.37834767363
22256.7551746032,2158.52770530664
22281.7110818071,2033.5365614303
22306.666989011,2187.88944758095
22331.6228962149,2167.55836206658
22356.5788034188,2243.89063785755
22381.5347106227,1967.67425883584
22406.4906178266,2061.53289973062
22431.4465250305,2271.22150923127
22456.4024322344,2232.942781142
22481.3583394383,2435.28633091019
22506.3142466422,2146.74914975532
22531.2701538462,2269.1981094434
22556.2260610501,2032.55039776787
22581.181968254,1974.95473285562
22606.1378754579,2007.45262813729
22631.0937826618,2221.4516554022
22656.0496898657,2209.29980670909
22681.0055970696,2096.78046565234
22705.9615042735,1910.50113723349
22730.9174114774,2135.65927075625
22755.8733186813,1948.43568103509
22780.8292258852,2230.17470036016
22805.7851330891,2097.59585522811
22830.741040293,2214.44772443762
22855.6969474969,2118.22983796713
22880.6528547009,2319.56962082117
22905.6087619048,2185.71171071977
22930.5646691087,2350.81700522293
22955.5205763126,2028.45816562261
22980.4764835165,2052.74555058852
23005.4323907204,2020.49527123027
23030.3882979243,2158.45732520331
23055.3442051282,2354.09491157895
23080.3001123321,2027.28436410023
23105.256019536,1984.99899583707
23130.2119267399,2229.5328420171
23155.1678339438,2091.58032989036
23180.1237411477,1952.86984382749
23205.0796483517,2073.83418360606
23230.0355555556,1963.31061372989
23254.9914627595,2298.25296010509
23279.9473699634,2051.57566646724
23304.9032771673,1979.04567786543
23329.8591843712,1876.78618432731
23354.8150915751,1940.58039251312
23379.770998779,2014.52322414027
23404.7269059829,2138.10587675888
23429.6828131868,1946.19270820067
23454.6387203907,2030.59214252443
23479.5946275946,1946.58431290814
23504.5505347985,2101.10129841816
23529.5064420024,2286.36985281311
23554.4623492064,1962.06150940702
23579.4182564103,2027.46112564376
23604.3741636142,2213.94863532241
23629.3300708181,1927.17429012676
23654.285978022,1820.96654891466
23679.2418852259,2119.90624860403
23704.1977924298,1891.57378641171
23729.1536996337,2090.27412113605
23754.1096068376,1973.08046366857
23779.0655140415,2132.00387841763
23804.0214212454,2127.3121994735
23828.9773284493,2112.27294448331
23853.9332356532,1859.52931514464
23878.8891428571,1822.95772972764
23903.8450500611,2108.10593560097
23928.800957265,1811.66193163829
23953.7568644689,1879.01819688313
23978.7127716728,2313.02526725038
24003.6686788767,1836.34731821961
24028.6245860806,2177.78420806809
